montant,heure,pays_code,nb_trans_24h,dist_km,ancien_client_ans,fraude
18.196926268574796,20,0,2,77.68831870614031,1,0
13.215173323690781,22,0,5,53.83282987757366,17,0
5.962826140018016,3,0,0,90.63131723913921,18,0
5.528584312114139,8,0,4,33.493554181657075,17,0
208.04700329256124,0,0,2,84.08297992878273,15,0
1.0010612892610715,17,0,3,8.837566443367727,18,0
3.125381847190258,20,0,4,61.20148685333721,15,0
34.351063796583475,16,1,3,69.58653529533575,13,0
3.3927261164321574,17,0,0,26.842319509939774,19,0
18.412262515832882,7,0,3,60.16531476983246,5,0
20.9061837605517,14,1,3,59.94630775810438,10,0
72.36289414327821,9,1,0,61.802676854662046,1,0
31.990025973023414,13,0,2,18.52345960321942,14,0
12.61293222201592,23,0,2,6.4024902050981325,6,0
7.742803481614717,0,3,3,103.77477407664266,14,0
435.3571121192986,22,0,5,89.83561364802102,13,0
70.80677458589581,0,0,4,78.77020905879515,15,0
7.1135802886698265,1,0,6,94.77952000731321,6,0
52.725712290451185,12,0,1,83.70821536283248,5,0
19.513574554899705,8,0,3,18.4130317947024,5,0
8.939829788316482,15,0,2,45.53438719539521,3,0
196.64257230581995,22,3,3,41.35400641487556,6,0
274.24480606217475,22,0,1,50.13904112061786,3,0
12.338655880921607,18,0,4,114.87462356121826,5,0
78.29513317346193,17,0,3,42.3709850866859,3,0
10.418353243569102,2,0,0,9.654320638184913,1,0
18.443353163449775,8,1,4,67.13866039851305,7,0
3.317471469902893,20,0,1,17.007914482511723,7,0
1.8097378536208004,8,0,3,55.75153838604528,0,0
15.153671721233726,15,0,3,44.42081900896365,1,0
92.92324834131439,6,0,1,13.621612971445671,14,0
106.79872748570358,5,0,1,38.99173724207261,12,0
4.16607208959832,12,0,0,54.17647844339138,17,0
137.605632296203,4,0,3,75.38993213721588,3,0
153.51284179022161,20,0,4,93.91380221821879,17,0
9.113545571487595,15,0,2,11.131814590845266,11,0
81.58155332290386,5,0,3,88.02961236772818,3,0
45.537930636903695,7,0,2,46.836530297973376,4,0
9.13737829242168,15,0,3,31.268546889392113,15,0
14.448837704457675,23,0,1,88.5712562539444,9,0
428.7202580833439,4,0,2,14.9003733701594,13,0
9.162151533499102,17,0,3,74.45611157176734,15,0
18.048132556241466,11,0,3,79.64036389148697,2,0
21.173281053928452,12,0,2,55.47758329345477,0,0
49.15295034258616,1,0,4,90.93370505706422,18,0
7.110724131123975,3,3,1,85.481904168318,7,0
38.29422297752784,12,0,5,21.724256551809404,4,0
11.58799398223185,22,0,4,76.18881583823432,9,0
0.8987255480750052,13,0,3,61.527634631506245,1,0
421.2699033566451,23,0,3,50.166913050198524,18,0
216.96305840392165,1,0,5,45.50095212470059,1,0
11.67061876487397,16,0,2,91.94777842257119,2,0
15.074527357716653,3,0,2,47.9748950914277,13,0
3.327247218696732,17,0,2,82.7707910199627,19,0
279.29118959211695,14,0,4,32.1229640058739,10,0
16.902484185568596,20,1,3,64.23816146628126,0,0
6.804073858236434,21,0,2,21.327137687418272,16,0
94.68291695014271,18,0,3,65.8884795043695,16,0
62.20948929222923,11,0,3,38.59248345237562,4,0
51.63898089487571,13,0,4,38.14850465483519,3,0
14.095073487233286,15,0,4,5.505002972520913,19,0
25.129061259129973,22,3,3,38.60460168825013,5,0
212.57749789411432,7,0,5,22.910979329166242,0,0
176.21765177253826,21,0,3,23.001900265962107,12,0
12.226350320089733,15,0,4,11.558918921081265,15,0
59.93161487146181,17,0,5,25.033174879949435,6,0
8.454526180767616,15,0,3,37.387432187734035,11,0
6.954784039187936,8,0,0,71.76015296283408,5,0
26.003757164126434,17,0,4,38.861169370834304,3,0
1.3767847151246595,10,2,5,86.65937388995698,16,0
134.90491567170383,20,0,2,69.94143510701491,6,0
38.41049861976918,16,0,6,29.713387285754322,17,0
17.62586823713746,2,1,6,86.56600582134485,2,0
24.565073122888244,22,0,5,103.24808484500173,1,0
34.302995703060354,1,0,3,65.2642400682581,10,0
153.07017723108171,8,0,2,41.68878850882586,13,0
237.27935872530375,14,0,4,96.34191906071922,6,0
67.38673006443321,23,1,4,82.83870176358272,16,0
